Unnamed: 0,ID,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,nombre_completo,carnet,INGRESO,LIMIT_BAL
6000,6001,1,2,1,33,0,0,0,0,0,0,7338.068416203434,8722.266023294764,6879.0,6753.0,5440.0,5440.0,2000.0,1284.0,264.0,109.0,390.0,0.0,Aldo Daniel Fernández,34794568,4744.3,20583.0
6001,6002,2,1,2,37,-1,-1,-1,-1,-1,-1,6364.0,1625.0,517.0,0.0,1450.0,2668.0,1625.0,517.0,0.0,1450.0,813.4320762848473,1480.0,Mariana Rodríguez,14012122,10849.8,44475.0
6002,6003,2,2,2,30,0,0,0,0,2,2,12412.09508658008,13156.066922238391,11865.637054279909,13430.215680329004,5146.024181695397,11484.724842613175,3350.0,3300.0,5500.0,1600.0,3950.0,0.0,Sra. Blanca Mascareñas,42457251,4236.1,13768.0
6003,6004,1,1,2,36,-1,-1,-1,0,0,0,2450.0,1038.0,17588.16125261755,20409.0,8663.33790966112,14422.54062161066,1100.0,1151.992963340654,3000.0,5000.0,5000.0,5000.0,José Luis Bernabé Garrido Urrutia,91697633,7878.0,28498.0
6004,6005,2,3,1,33,0,0,0,0,0,0,9147.174347883083,11379.737016550836,8314.283213624887,6030.259055392519,3744.7346983711263,11015.600089113195,3373.0,7248.0,2980.0,2000.0,1903.0,1851.0,Itzel Feliciano,48432210,2561.4,11533.0
6005,6006,1,3,1,53,-1,-1,-1,-1,-1,-1,2150.0,7001.934043743231,6020.0,18275.977124455934,9665.0,13800.450414580288,2257.773997242362,6161.0,5193.205720611112,9665.0,5042.199666225044,3480.0,Bruno Julio César Gaona,81372153,5069.7,19868.0
6006,6007,2,1,2,30,-1,-1,-1,-1,-1,-1,416.0,416.0,416.0,0.0,832.0,416.0,269.1027844069447,362.5133677650474,0.0,832.0,416.0,416.0,Sra. Estela Leyva,45974234,5353.4,17152.0
6007,6008,2,3,1,56,0,0,0,0,0,0,9783.068170541128,22510.449107452765,20488.37211827179,18688.845973515217,13588.054164983105,20842.59645352649,2818.0,2700.0,2191.0,2300.0,2130.0,2280.0,Nadia Aurora Ruiz,59601723,5189.4,22869.0
6008,6009,1,2,1,50,0,0,0,0,0,0,20311.92213463627,18181.25212340691,14586.210073710728,19272.635957169627,15527.685657050137,19049.173415824884,16770.0,13989.0,33232.0,29695.0,32838.0,38770.0,Maximiliano Oswaldo Canales Valdez,53469983,5013.8,24495.0
6009,6010,2,2,1,42,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Laura Rendón Navarrete,71580909,5440.6,23867.0
6010,6011,2,1,2,35,1,-2,-1,0,0,-2,0.0,0.0,3581.0,3654.0,0.0,0.0,0.0,3581.0,73.0,0.0,0.0,0.0,Reina Zamudio Galarza,80956915,7382.7,27043.0
6011,6012,2,1,1,30,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Esparta Sessa Girón,23294713,5479.5,26928.0
6012,6013,2,3,1,47,-2,-2,-2,-2,-2,-2,1458.0,-4.0,3994.0,0.0,0.0,7429.0,0.0,3998.0,0.0,0.0,7429.0,490.0,Mayte Terrazas Zelaya,85351545,5617.8,21114.0
6013,6014,2,2,2,21,0,0,0,0,0,0,8657.365315979112,8199.47027701015,6860.964673712338,5632.707211632345,9552.662898746985,5285.874662438908,1802.0,1802.0,1358.0,1100.0,1151.0,1568.0,Marisol Abigail Raya Jaimes,44099010,2599.3,10178.0
6014,6015,2,2,1,25,0,0,2,0,0,2,10798.030659604314,9819.380577205062,12962.098565766124,15727.78117771384,15266.415859203218,10674.47355123537,3400.0,0.0,1300.0,4300.0,0.0,1500.0,Aida Irma Orta Toledo,70222291,5776.1,19032.0
6015,6016,2,2,1,49,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rosario Montaño Corral,68626869,8022.3,26018.0
6016,6017,2,2,1,28,0,0,0,0,0,-1,8618.0,9975.0,4885.0,1065.0,-264.0,942.0,1700.0,1020.0,1000.0,0.0,1206.0,0.0,Estela Citlali Orosco,8406668,6229.3,21297.0
6017,6018,1,2,1,49,0,0,0,0,0,-2,16348.0,10535.0,10720.0,10120.0,0.0,0.0,2010.0,1508.0,1000.0,0.0,0.0,0.0,Luis Miguel Rufino Barraza,96303254,8578.9,32895.0
6018,6019,1,3,3,57,1,2,0,0,0,0,10441.331140746315,8432.405060916864,7560.517032918253,3616.526870636619,9792.665046661432,8970.603229337434,1200.0,1300.0,1000.0,1000.0,1000.0,1000.0,Serafín Huerta,98001784,2796.3,11533.0
6019,6020,1,1,1,43,2,0,0,0,-2,-2,17584.4974982629,21546.0,4397.0,0.0,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,0.0,Felipe Abel Saucedo Haro,65275364,10125.7,49930.0
6020,6021,2,1,2,25,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitzy Anabel Arevalo,10066279,7238.4,31695.0
6021,6022,2,3,1,39,-1,-1,-2,-2,-2,-2,1117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Raquel Robledo de Jesús,93097888,5491.8,20016.0
6022,6023,2,1,2,39,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Susana Colón Camacho,98891345,6472.7,22214.0
6023,6024,2,3,1,71,0,0,0,2,0,0,7155.379349308151,14734.716009072949,14535.051243952012,14577.134754972363,11949.696921011646,9527.205577109708,3166.0,6550.0,0.0,2033.0,1915.0,1708.0,Amalia Ponce,81098237,4902.3,18479.0
6024,6025,2,2,2,29,1,1,-2,-2,-1,0,1767.0,-3355.0,-3987.0,-1987.0,1697.0,4347.0,0.0,0.0,2000.0,4000.0,1963.386082325957,5000.0,Yuridia Cecilia Velásquez,10623117,2917.2,9387.0
