Unnamed: 0,ID,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,nombre_completo,carnet,INGRESO,LIMIT_BAL
14000,14001,2,2,1,40,-1,-1,-1,0,0,2,632.0,316.0,166.0,6988.0,6822.0,466.0,316.0,166.0,87.69080454176232,466.0,0.0,373.1885790203334,Olivia Carolina Paz Vergara,20874942,5947.7,19556.0
14001,14002,1,1,1,53,1,1,-1,0,-1,0,7196.0,-1189.0,4639.0,2800.0,854.0,8819.695353083096,0.0,7439.0,0.0,854.0,643.0740913122581,12139.306249627743,Ramiro Jos Valdés Cavazos,34588723,5237.7,15737.0
14002,14003,2,1,1,34,-2,-2,-2,-2,-2,-2,9100.0,11252.74536503846,1874.0,6330.0,-200.0,-200.0,7871.437008291323,1874.0,2030.0321114596773,0.0,0.0,0.0,Yeni Sepúlveda Verdugo,3805541,4006.6,16084.0
14003,14004,1,1,2,23,0,0,0,0,0,0,5197.152393739325,7702.544367310414,4306.426830507809,6393.058764462662,7797.441048263912,9805.0,1310.0,1153.0,400.0,350.0,360.0,350.0,Porfirio Olivo,75920863,3077.1,10321.0
14004,14005,1,1,1,55,-1,-1,-2,-1,-1,-1,1782.0,0.0,0.0,14793.26161048487,5381.0,2232.0,0.0,0.0,80737.0,5381.0,2232.0,1767.258899962909,Felix Guardado,4050393,5254.6,19429.0
14005,14006,1,1,1,35,0,0,0,0,2,0,15357.20220339616,19460.413141675574,19074.36981979373,21673.037973141567,20267.82036537829,24588.805502884166,4844.0,5095.0,7229.0,0.0,2843.0,1200.0,Adán Miguel Urías,95255974,8346.0,33700.0
14006,14007,1,2,2,41,-1,-1,-2,-2,-2,-2,780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lic. Rolando Alarcón,24378792,7518.5,24100.0
14007,14008,2,1,2,29,-1,-1,-2,-1,0,-1,3417.0,-802.0,-1282.0,1718.0,1238.0,1831.0,4.0,0.0,3000.0,0.0,844.1086523822387,1197.9135623506124,Lucía Arredondo,17068235,3941.6,14680.0
14008,14009,2,3,1,26,0,0,0,-1,0,0,10719.234461201402,5518.382875281574,14962.712299162728,7630.843354357726,5410.606811546408,15138.878469876843,4196.0,3569.0,26022.0,504.0,1000.0,133.0,María Luisa Cabrera,82668241,4528.8,16437.0
14009,14010,2,1,1,38,-1,-1,-1,-1,-1,-1,827.0,827.0,827.0,827.0,827.0,827.0,674.935575869564,416.47833483701146,790.4009713471888,504.5449500168634,827.0,762.3266541608706,Rebeca Campos Orozco,95531756,6358.3,25739.0
14010,14011,1,2,1,39,1,-1,-1,-1,-1,-2,0.0,1263.0,-13.0,1667.0,-300.0,-300.0,1263.0,0.0,1680.0,0.0,0.0,1442.0,Roberto Mota,41797198,9684.4,36023.0
14011,14012,1,3,1,36,-1,-1,-2,-2,-2,-2,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dr. Germán Peralta,25304037,4670.1,19533.0
14012,14013,1,3,2,39,0,-1,-1,2,0,0,15362.758656826149,810.0,19009.0,14802.89424245262,10234.173969817268,18670.0,810.0,476.5677990246666,0.0,1000.0,1000.0,1000.0,Tomás Valadez,39537265,6588.9,26345.0
14013,14014,1,2,1,37,0,0,0,0,0,0,16000.89682630099,14524.573610964222,7109.771852809619,12432.121700655754,7929.590001358093,7363.813356048751,1477.0,1489.0,2000.0,2000.0,1169.0,1194.0,Benito Ignacio Soto,71367184,5577.0,20533.0
14014,14015,2,2,1,36,0,0,0,0,0,0,11539.11788716794,24978.27251426083,8694.386733549976,22819.61456696033,19801.990270160502,9175.56748024615,3600.0,3010.0,3000.0,2500.0,3000.0,2500.0,Srita. Mitzy Solano,37920380,7329.3,27563.0
14015,14016,2,2,2,22,0,0,0,-1,0,0,4193.381949794353,2528.495159669128,5981.747789102623,5411.0,4687.571471888069,2749.180948086114,6016.0,9021.0,6000.0,2931.974274680212,2500.0,2843.3240799616747,Karina Nadia Olivas Ochoa,82178081,2433.2,7726.0
14016,14017,1,3,1,38,-1,-1,2,2,-2,-1,197.0,2348.0,1260.0,0.0,0.0,11169.181418339438,108.39739485884505,352.0,0.0,0.0,16640.0,0.0,Julio Guillen Gaitán,67603410,6830.1,27327.0
14017,14018,1,2,2,45,3,2,3,2,4,3,15746.6017995223,27402.06259063805,14117.151824266037,23168.98637044261,29023.93255917964,22578.77628871772,4000.0,0.0,3600.0,0.0,0.0,0.0,Eugenio Guillermo Becerra Márquez,83010354,8658.1,29235.0
14018,14019,1,2,1,30,0,0,0,0,0,0,14040.0,13802.6960894266,7288.0,6662.0,4920.0,6060.0,1152.0,1032.0,166.0,149.0,2000.0,68.0,Mauricio Ramiro Estrada,79812811,5226.1,24929.0
14019,14020,1,2,1,42,0,0,0,0,0,0,25215.44972448664,32555.69505059832,41838.00976129671,19746.546360341425,32431.523920183063,34065.10551615104,50012.0,51343.0,70000.0,70000.0,80000.0,50000.0,Oswaldo Fernando Soliz Holguín,47608960,9274.1,43094.0
14020,14021,2,1,1,39,-2,-2,-2,-2,-2,-2,3220.0,0.0,15040.0,29654.433005737163,17613.73683580263,17379.755468136973,0.0,15040.0,15051.392955099813,19508.0,21199.0,10894.0,Natividad Pabón,54389146,6942.0,32578.0
14021,14022,2,3,1,40,0,0,0,2,0,0,10267.103910996786,8583.45264383214,3755.861624010405,11674.779033201568,7467.440097035042,10195.46898799871,3000.0,6032.0,0.0,3000.0,3000.0,3000.0,Alejandra Fabiola Cervántez,2707025,3817.8,11877.0
14022,14023,2,3,1,22,2,2,0,0,0,0,9050.69948970827,3079.0420910767702,6880.874259414499,5911.819264481695,6594.950366039686,8841.421166041238,1.0,1957.0,678.0,684.0,776.0,235.0,Sofía Colón,25842287,2905.2,9610.0
14023,14024,2,3,1,51,-2,-2,-2,-2,-2,-2,387.0,2120.0,12927.435726617085,4140.0,747.0,1053.0,386.7800429747649,1772.301104819641,4173.0,747.0,586.4729042633699,0.0,Fabiola Medina,58977417,6227.1,25774.0
14024,14025,2,1,1,50,1,2,0,0,0,0,9302.175486468694,7662.4910300396,11778.96612526558,11182.296242627328,12063.22001929316,13382.374034535344,0.0,7775.0,3000.0,3000.0,5000.0,3000.0,Srita. Isabel Jaimes,5417797,4121.0,14562.0
14025,14026,1,2,1,31,0,0,0,2,2,2,17883.396773269775,8835.112615948809,13398.943078158356,8087.967967594291,14160.070665288717,5857.288086472861,2000.0,4000.0,0.0,4000.0,0.0,2300.0,Benito Bruno Canales Cruz,7175240,4195.4,18866.0
14026,14027,2,2,2,38,0,0,0,0,0,0,12119.882419100111,17758.095406572953,36718.4313831468,30319.985829888094,20743.531279431056,38623.61251524181,4000.0,4033.0,3000.0,3300.0,3500.0,6259.0,Susana Verónica Suárez Zavala,35453802,8109.2,39435.0
14027,14028,2,2,1,48,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dra. Beatriz Valdivia,29755523,7354.6,34277.0
14028,14029,2,2,2,22,1,-1,0,0,0,0,-802.0,5198.638008800466,9455.253677868037,10079.408834085676,3727.576040431041,8998.355897668442,21286.0,1154.0,413.0,372.0,500.0,1225.0,Sara León Serna,47862794,2707.1,11048.0
14029,14030,2,1,1,28,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claudia Escamilla Zapata,85923079,6398.6,29071.0
14030,14031,2,2,1,31,0,0,0,2,0,0,15268.70689087359,24781.385729952748,11015.13580659008,25007.14150152898,8872.034699253201,27557.86619822141,2201.0,3600.0,0.0,1500.0,1500.0,1531.0,Catalina Suárez,59179532,6438.3,27757.0
14031,14032,2,2,1,29,0,0,0,0,0,0,8236.31829943906,8002.125150173588,9961.0,6265.737350619421,10372.0,9838.0,1317.0,1150.0,499.0,361.0,573.0,193.0,Guadalupe Clara Armas,85520153,5671.6,18462.0
14032,14033,2,1,1,47,0,0,2,0,0,0,25168.99672278274,29502.374916062083,24072.2135227662,29616.313616874104,23131.36333295506,29137.308720341945,17839.0,0.0,5000.0,4000.0,4000.0,3000.0,Reina Laura Reyna Valle,99476906,8529.3,37462.0
14033,14034,2,2,1,42,1,-2,-2,-1,-1,-1,0.0,0.0,0.0,1054.0,1230.0,1054.0,0.0,0.0,1054.0,553.2333011884875,763.049642125505,593.9463329770306,Alejandra Araceli de la Crúz,39699522,6651.7,29631.0
14034,14035,2,2,2,36,0,0,0,0,0,2,10102.470573687891,10298.739098750544,10920.856759738675,17192.218164610873,21468.19762086426,9805.979378232883,7000.0,7100.0,6000.0,13100.0,0.0,6000.0,Mitzy Reina Bahena Garibay,2984739,4473.7,21584.0
14035,14036,1,1,2,26,0,0,0,0,0,0,12235.354531972092,15999.262590888911,9390.0,5781.0,8065.0,10257.027125402945,5129.0,1227.0,1000.0,5301.731394238791,7606.943781832569,0.0,Ing. Federico Angulo,61974085,5151.9,18877.0
14036,14037,1,2,2,25,-1,3,2,2,-2,-2,11657.0,11045.0,2160.0,0.0,0.0,0.0,0.0,21.0,1525.9622196525422,0.0,0.0,0.0,Alfonso Miguel Nieves Ocampo,27068408,4662.9,22204.0
14037,14038,2,2,2,46,0,0,0,0,0,0,27505.16646296139,38220.20958294014,21571.911308527717,30754.91799611444,19304.977188868543,14850.492469462282,5500.0,6004.0,3000.0,10500.0,4000.0,2000.0,Lic. Daniela Guevara,18607702,8624.0,41993.0
