Unnamed: 0,ID,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,nombre_completo,carnet,INGRESO,LIMIT_BAL
22000,22001,2,2,1,28,0,0,2,2,0,0,12350.056510212342,13472.364305319832,15619.760631251733,17005.320263069712,16780.58474377613,15588.263182845829,5000.0,2000.0,0.0,1809.0,35082.0,2000.0,Rosalia Aurora Vaca Lomeli,33219993,4005.1,19288.0
22001,22002,2,1,2,28,-2,-2,-2,-2,-2,-2,-28.0,5735.0,693.0,1557.0,685.0,11625.0,5763.0,703.0,373.9040210791112,688.0,475.3130679264958,5971.302532367741,Ing. Violeta Vela,42740538,5818.8,28163.0
22002,22003,2,2,2,29,0,-1,-1,-2,-1,-1,15633.505811481267,10963.069321841816,-38.0,-38.0,7581.0,5625.0,14158.0,0.0,0.0,7619.0,5653.0,652.0,Karina Carrión,13902824,5342.7,22986.0
22003,22004,2,1,2,29,-2,-1,2,-1,-1,-1,3764.0,10943.0,6588.0,4571.0,2526.0,5375.0,2028.9629044998164,1430.0,4571.0,2526.0,2342.488153438903,3133.0,María Elena Madrigal Limón,25063005,7666.1,24669.0
22004,22005,2,1,2,26,-1,0,-1,-1,-1,-1,20648.76218349261,17023.268929696384,12450.0,26713.865956174883,6280.0,7619.0,1639.0,12450.0,10005.261810819837,6280.0,4660.329724285987,3000.0,Mercedes Mitzy Porras Badillo,36079409,6557.2,31782.0
22005,22006,2,1,2,27,0,0,0,0,0,0,8677.345390490014,7795.885423546309,18402.14551968188,19624.988451311085,20202.71656334865,16286.51574827419,4000.0,4800.0,4300.0,4300.0,4400.0,3874.0,Ing. Paulina del Valle,15916661,4434.3,20481.0
22006,22007,2,1,2,27,1,-2,-2,-1,-1,-1,0.0,0.0,0.0,150.0,1179.0,778.0,0.0,0.0,150.0,142.3443380791242,778.0,496.0,Ing. Alejandra Rael,28736068,4694.3,19703.0
22007,22008,2,1,2,24,0,0,0,-1,-1,0,12415.60838898903,10165.29763407084,13848.680644524266,8594.840230800013,15362.154174439387,13373.945073118804,2008.0,1000.0,11246.24538487471,7148.4608812066745,1470.0,5027.0,Amelia Amaya Cruz,69588439,3194.1,15458.0
22008,22009,2,2,2,28,0,0,0,0,0,0,14855.98994920033,27238.24835190092,9718.33663501609,9441.872112689667,9926.337275853375,9201.184896531837,4473.0,5000.0,2624.0,2360.0,3100.0,1600.0,Arcelia Rosa Arce Miranda,30409994,5880.6,28948.0
22009,22010,2,1,2,28,0,-1,-1,-1,-1,-1,7457.0,1512.0,8475.0,5499.0,2960.0,670.0,1512.0,1204.468734513349,5499.0,2960.0,670.0,558.3241532103049,Jaqueline Leticia Salazar Carreón,3727417,6801.6,25817.0
22010,22011,2,2,2,28,2,2,2,2,2,0,9017.088004963503,4590.442318360804,4609.82136660037,8043.071878595523,5532.200794410809,8513.0815534135,0.0,3462.0,3700.0,2000.0,2760.0,2776.0,Perla Romero,8214317,4628.8,15280.0
