Unnamed: 0,ID,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,nombre_completo,carnet,INGRESO,LIMIT_BAL
2000,2001,1,2,2,22,0,0,0,0,0,0,6018.961457229895,8266.837722230293,8131.654816205089,7294.001912023882,8696.34331107194,8092.912449590352,1158.0,1151.0,339.0,344.0,425.0,195.0,Manuel Camilo Escobedo Iglesias,69525898,2475.0,9030.0
2001,2002,1,1,1,52,0,-1,-1,-1,0,-1,19965.0,390.0,390.0,780.0,780.0,10400.0,390.0,390.0,418.21313877125954,0.0,863.7804759171253,0.0,Luis Reyes,64688857,7104.5,27227.0
2002,2003,2,1,2,23,-1,0,0,0,0,0,11469.415309266718,9397.75867798875,7042.700579960328,7986.5652597005,7092.284141109689,8170.973311550779,1300.0,2701.0,700.0,847.0,655.0,700.0,Débora Marcela Paredes,47538617,3758.3,16146.0
2003,2004,2,2,2,33,2,0,0,0,0,0,11852.474413088628,16728.0226421039,18502.26965915378,20315.340115114326,22001.84504216135,21767.460537107305,1487.0,1500.0,1081.0,1121.0,2500.0,0.0,Marcela Meza,14308716,5495.6,24962.0
2004,2005,2,2,2,35,0,0,0,0,0,0,16119.368290353346,11906.794829346178,21403.25824691489,13305.867199313749,13502.546976103857,19078.35450615969,3891.0,5240.0,3616.0,3770.0,4264.0,3345.0,Dra. Carlota Zelaya,13552261,6073.1,25413.0
2005,2006,1,2,2,34,-2,-2,-2,-2,-2,-2,2199.0,1530.0,750.0,2280.0,1500.0,780.0,1530.0,750.0,465.6226363459799,2393.917333704416,780.0,0.0,Ing. Daniel Enríquez,91713703,3030.5,9730.0
2006,2007,1,2,1,40,0,0,0,0,0,0,7001.1248055587885,7079.128571543314,19715.11771207153,15699.9112940173,15435.274268904051,13510.4590945051,2037.0,2316.0,690.0,715.0,718.0,690.0,Ing. Jorge Luis Canales,87199964,4711.3,22622.0
2007,2008,1,1,1,49,-1,-1,-1,-2,-1,2,1960.0,1052.0,6730.0,1346.0,3684.0,745.0,1228.0,953.4100994551524,2000.0,1094.372965558674,0.0,393.7130763250989,Cristian Omar Villalobos,91761206,6939.4,28531.0
2008,2009,2,2,1,32,1,-2,-2,-2,-2,-2,-301.0,-301.0,-301.0,-301.0,-301.0,-301.0,0.0,0.0,0.0,0.0,0.0,0.0,Aurora Raya Rangel,97274935,5731.0,18155.0
2009,2010,2,2,1,33,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Carlota Gil,98505010,4059.0,17773.0
