Unnamed: 0,ID,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,nombre_completo,carnet,INGRESO,LIMIT_BAL
26000,26001,2,2,1,41,0,0,0,0,0,0,11475.859363048508,12479.987711150305,5631.0,5933.0,6433.0,6497.361245113932,1100.0,1100.0,1100.0,600.0,500.0,300.0,Sra. Elvira Vélez,48077744,4591.4,16826.0
26001,26002,2,2,1,31,-1,2,2,-1,-1,-1,832.0,832.0,416.0,416.0,416.0,416.0,416.0,0.0,412.4152023096451,405.4063203478115,416.0,410.2320910616465,Srita. Asunción Trejo,3885454,3012.9,14717.0
26002,26003,2,2,2,46,0,0,2,2,0,0,12674.5606008306,18898.06275854054,8763.914317401146,11982.227069590306,23183.027691057225,13496.692613336229,18414.70130870852,3000.0,0.0,3000.0,2000.0,2000.0,Lic. Sofía Piña,8747768,6602.2,23822.0
26003,26004,2,1,2,32,-1,-1,-1,-1,-1,-1,9441.0,5714.0,5030.0,3181.0,4998.0,1250.0,5726.0,5037.0,3182.0,2230.399911856276,1252.0,749.0,María Elena Dulce María Reyes Narváez,33400275,3786.9,18657.0
26004,26005,2,2,1,35,-1,-1,-1,-1,0,0,2276.0,6626.0,11131.0,13824.0,17992.0,15250.0,2424.3945888474327,3886.2721334155526,10695.5570995355,6000.0,5749.0,928.0,Aldonza Frías Soria,98176325,9596.4,43088.0
26005,26006,2,1,2,30,-1,-1,-1,2,-1,-1,452.0,-6.0,835.0,665.0,2386.0,456.0,3.0,1466.0,70.0,420.0502384307692,457.0,433.1551894072228,Lic. Yolanda Ojeda,22576701,3933.8,19522.0
26006,26007,2,2,2,30,0,0,0,-2,-2,-1,7171.594927356871,13419.9509330629,0.0,0.0,0.0,2538.0,2300.0,0.0,0.0,0.0,2538.0,2425.7645337459267,Lic. Emilia Almonte,44656609,6015.9,20050.0
26007,26008,2,2,2,31,0,0,0,0,0,2,19487.50428599235,17325.451885102557,17366.836725615478,24646.328394746124,10999.518888130906,21617.16749336363,2750.0,2854.0,3000.0,10400.0,600.0,4254.0,Ing. Cristina Villalpando,36186228,5324.0,24704.0
26008,26009,2,2,1,39,-2,-2,-2,-2,-2,-2,1884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ana Luisa Ulibarri,22391832,8592.1,34700.0
26009,26010,2,2,1,33,0,0,0,0,0,0,15422.76173272956,18428.60594173947,14579.62861178188,20720.507718395424,16256.965357267718,20548.43292940852,5649.0,2397.0,1305.0,2341.0,5584.0,1388.0,Ilse Beltrán,35847766,5464.8,21894.0
26010,26011,2,2,1,39,-2,-2,-2,-2,-2,-2,17548.685460076398,3638.0,11649.0,18551.477636631676,5803.0,5937.0,3656.0,3581.9191852654985,12426.727494646824,7832.0,4903.233217570712,5129.215680951328,Marisela Barragán Almanza,59806550,5628.7,25029.0
26011,26012,2,2,1,35,0,0,0,0,0,0,15284.0,15303.0,14724.0,15055.0,13389.0,11924.0,6230.0,1500.0,1500.0,500.0,1200.0,454.0,Dra. Abigail Briones,63033109,6309.6,31497.0
26012,26013,2,1,2,27,2,3,2,2,2,2,12250.0,8077.496148196981,12476.0,11979.0,10591.8735918675,12531.0,0.0,1200.0,0.0,1100.0,0.0,1200.0,Citlali Vallejo,38617444,3714.1,16645.0
26013,26014,2,1,2,28,0,0,0,0,0,0,15947.311006130163,26248.26672640412,13201.407780668756,16427.34886900825,15610.654118093516,22808.697935314183,15327.0,10000.0,12000.0,9019.0,10024.0,15040.0,Martha Mendoza Valenzuela,93136290,6990.1,32647.0
26014,26015,2,2,2,44,0,0,0,0,0,0,13937.839582110504,7749.2550895992,12278.903493313725,12757.66504867008,9373.230128606996,12952.061152223045,3500.0,3205.0,3300.0,3000.0,3000.0,3300.0,Estela Pelayo Jaramillo,82365657,4934.6,21249.0
26015,26016,2,3,1,43,0,0,0,0,0,0,19256.07740088465,23903.23715885532,9487.713291973543,20483.17995526806,13265.098872806877,27133.05723811645,4201.0,5001.0,4134.0,2700.0,3000.0,5030.0,María Eugenia Moya,21168663,7834.5,27941.0
26016,26017,2,1,1,39,-1,-1,-1,-1,0,0,11399.0,395.0,5094.0,7781.602305287849,9161.115093564376,4602.0,400.0,367.1927252993816,2556.645428061001,4847.270901945759,0.0,3086.356261273968,Dra. María Teresa Villalobos,88187738,7025.2,25909.0
26017,26018,2,2,1,44,-1,-1,-1,-1,-1,-1,9242.0,181.0,1782.0,1338.0,768.0,2643.0,181.0,210.53387807066176,1338.0,768.0,848.2085682779737,0.0,Gloria Julia Urías,78879658,7885.9,36576.0
26018,26019,2,2,2,37,0,0,0,0,0,0,6745.448210613024,7257.743304353597,5727.933275686821,8419.779919832908,7730.689848707612,6091.2356434417525,10000.0,20000.0,8000.0,10000.0,4416.0,10000.0,Magdalena Leonor Rendón Lozada,47673548,5651.8,17031.0
26019,26020,2,1,1,33,-1,0,-1,-1,-1,0,14932.0,6331.089546116124,390.0,390.0,780.0,390.0,5000.0,10390.0,386.93489315277645,351.5729613929475,0.0,374.3772827377937,Alma Mitzy Contreras,15445139,5027.1,19105.0
26020,26021,2,2,1,38,-1,-1,-1,-1,-1,-1,929.0,2876.0,423.0,2149.0,463.0,2218.0,531.1172346012517,423.0,249.0848865233912,463.0,451.6681112812125,2527.1632521121364,Silvia Berríos,69172382,8138.9,36368.0
26021,26022,2,3,2,33,-2,-1,-1,-1,-1,-1,1879.0,7112.052014532287,2777.0,945.0,-5.0,1951.0,1637.3971602267347,2785.0,947.0,0.0,1956.0,900.0,Amelia Josefina Ojeda Montemayor,3664645,3605.4,12543.0
26022,26023,2,2,1,44,2,2,0,0,0,0,15726.447771672523,15832.82120015698,20720.154658958047,7439.056851015438,7458.470351943456,18500.257613023216,10.0,8304.0,7356.0,5300.0,5550.0,5050.0,Sra. Angélica Valenzuela,13933370,6022.5,21753.0
