Unnamed: 0,ID,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,nombre_completo,carnet,INGRESO,LIMIT_BAL
0,1,2,2,1,24,2,2,-1,-1,-2,-2,3913.0,3102.0,689.0,0.0,0.0,0.0,0.0,689.0,0.0,0.0,0.0,0.0,Úrsula Arcelia Vargas,80662478,3086.6,10730.0
1,2,2,2,2,26,-1,2,0,0,0,2,2682.0,1725.0,2682.0,3272.0,3455.0,3261.0,0.0,1000.0,1000.0,1000.0,0.0,2000.0,Cynthia Cornejo,89902959,6377.8,29793.0
2,3,2,2,2,34,0,0,0,0,0,0,11486.120727801095,4230.056216707793,7113.622886319594,4643.609560575201,11415.839915265007,5129.970795714457,1518.0,1500.0,1000.0,1000.0,1000.0,5000.0,Ing. Socorro Santiago,19565990,3790.6,12401.0
3,4,2,2,1,37,0,0,0,0,0,0,25208.62389622896,18730.371042242783,16647.021498667444,25779.4393440881,19154.340792119478,17613.463531137568,2000.0,2019.0,1200.0,1100.0,1069.0,1000.0,Susana Centeno,50390313,6637.4,30824.0
4,5,1,2,1,57,-1,0,-1,0,0,0,8617.0,5670.0,21589.82716540341,15445.341930899134,19146.0,9554.652141827815,2000.0,5168.74650173762,10000.0,9000.0,689.0,679.0,Dr. José Luis Duarte,6101978,6446.0,28348.0
5,6,1,1,2,37,0,0,0,0,0,0,22704.44046809635,37232.07612735876,24311.157958882886,19394.0,19619.0,13814.660556359888,2500.0,1815.0,657.0,1000.0,1000.0,800.0,Fernando Fernández,71781704,11191.7,43648.0
6,7,1,1,2,29,0,0,0,0,0,0,15935.591479490053,30133.081415097044,25041.245824146597,14970.806898929675,16533.28803172743,12457.553879798184,55000.0,40000.0,38000.0,20239.0,13750.0,13770.0,Ing. Mauricio Cepeda,95693205,7495.8,32797.0
7,8,2,2,2,23,0,-1,-1,0,0,-1,11876.0,380.0,601.0,221.0,-159.0,567.0,380.0,438.9079787038643,0.0,172.30697353831508,1687.0,665.8022734735022,Sra. Margarita Cazares,48815305,3053.6,14812.0
8,9,2,3,1,28,0,0,2,0,0,0,5093.303964969197,8141.108567670828,6692.27214566349,4910.514693466022,10366.549690000193,3432.011383389196,3329.0,0.0,432.0,1000.0,1000.0,1000.0,Lilia Estela Alonso Feliciano,31212679,2687.4,10494.0
9,10,1,3,2,35,-2,-2,-2,-2,-1,-1,0.0,0.0,0.0,0.0,9744.006269505346,6179.758625825405,0.0,0.0,0.0,13007.0,1122.0,0.0,Gonzalo Luis Cazares Villa,45848071,4245.3,15648.0
10,11,2,3,2,34,0,0,2,0,0,-1,8696.78622565955,9787.0,5535.0,2513.0,1828.0,3731.0,2306.0,12.0,50.0,300.0,2074.7492901752053,66.0,Esther Anabel Núñez,93109494,4842.9,23595.0
