Unnamed: 0,ID,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,nombre_completo,carnet,INGRESO,LIMIT_BAL
20000,20001,2,1,1,43,-1,-1,-1,-1,-1,-1,4009.0,1689.0,8059.508717160955,12095.0,1832.0,4691.0,1689.0,1336.219435587509,8571.763091689647,1832.0,1264.7348515243734,4064.858830341562,Patricia Raya Villagómez,20548389,7290.4,23569.0
20001,20002,2,1,2,38,3,2,-1,-1,0,0,2156.0,1151.0,1151.0,34788.36957525608,32937.78229893785,17025.077944401255,0.0,1151.0,1249.5576075612512,10000.0,6627.0,7000.0,Irene Jaime Carranza,85051591,9679.8,40210.0
20002,20003,2,1,1,39,-2,-2,-2,-2,-2,-2,5553.0,2294.0,359.0,0.0,353.0,342.0,2294.0,359.0,0.0,353.0,191.2967785778038,0.0,Cristal Zamudio,51666673,8383.7,38049.0
20003,20004,2,1,1,37,-1,0,-1,0,0,0,10677.0,20640.592084176733,10162.19732014264,9005.81138850505,6973.0,9899.0,9898.780985443993,23607.661886687307,3000.0,2000.0,3000.0,0.0,Margarita Frida Verdugo Apodaca,1294631,5483.4,26060.0
20004,20005,2,1,1,47,-2,-2,-2,-2,-2,-2,3634.0,296.0,966.0,6675.0,-10.0,2055.0,299.0,171.61152297527855,705.8357026940275,0.0,2065.0,1133.0,Dra. Hilda Polanco,77946712,11291.8,40090.0
20005,20006,2,1,1,45,-1,-1,-1,-1,-1,-1,6348.0,0.0,967.0,0.0,699.0,499.0,0.0,967.0,0.0,699.0,416.7633654068483,0.0,Eugenia Carrión Rosario,68828347,7069.4,24123.0
20006,20007,2,2,2,43,0,0,0,0,0,0,21962.73032282456,15174.531769449992,25176.213620635703,10188.442503503904,19323.67874287072,9205.173794153336,2334.0,1918.0,12530.0,1001.0,1035.0,1198.0,Julia Ilse Villareal,51585919,5470.3,26447.0
20007,20008,2,2,1,46,-1,-1,-1,-1,-1,-1,578.0,911.0,578.0,578.0,578.0,438.0,657.4340015229992,578.0,392.1321286763852,545.1631234913176,438.0,256.2591264768183,Arcelia Sara Vergara,41653889,8147.7,31710.0
20008,20009,2,1,2,31,0,0,0,0,0,0,19150.4077143497,8635.24479111704,8244.84729153432,10675.91190288615,11378.497600659672,16030.78819658309,2768.0,48617.0,3243.0,3000.0,3233.0,3000.0,Sra. Celia Borrego,81433773,6054.1,21675.0
20009,20010,2,1,2,37,-2,-2,-2,-2,-2,-2,1985.0,7150.0,20123.0,1671.0,1244.0,0.0,1632.1144432295057,4301.888214287575,1671.0,1244.0,0.0,809.0,Eugenia Casas Marín,37572468,10036.0,40061.0
20010,20011,2,2,1,34,0,0,2,0,0,0,5605.787777636205,6653.32548813053,10290.631711716407,12244.810511738378,11835.848624577276,7408.834232403919,17580.0,0.0,7193.0,3500.0,4881.0,3679.0,Mariana Hernádez,38749640,5184.3,18233.0
