Unnamed: 0,ID,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,nombre_completo,carnet,INGRESO,LIMIT_BAL
8000,8001,1,2,1,62,0,0,0,-2,-2,-2,8772.121692982642,2990.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,Ing. Iván López,21001429,3965.5,19491.0
8001,8002,2,2,1,26,0,0,0,0,0,0,10829.213991482944,9150.752552229926,12569.514309667817,9973.018634699538,5850.221228479449,8113.678421244358,2000.0,1800.0,1300.0,1400.0,1400.0,1000.0,Noelia Arcelia Montenegro,66789408,4173.4,16771.0
8002,8003,1,1,1,43,-1,-1,-1,-1,-1,-1,25916.0,14187.0,47245.59828435696,46969.60596534608,35052.03332897373,14122.0,14187.0,16221.4402315874,62174.34774236877,62063.0,14122.0,7353.619730752098,Santiago Clemente Acuña Zamora,38770297,9960.6,48940.0
8003,8004,1,2,2,30,0,-1,-1,0,-1,-1,2720.0,1280.0,5850.0,150.0,1240.0,0.0,1280.0,849.3442407448199,0.0,99.44368936150616,0.0,0.0,Lic. Teodoro Tejeda,37712396,5845.4,25745.0
8004,8005,1,2,1,42,0,0,0,0,0,0,8249.106902593703,20004.26846496321,11615.789740203383,9446.278859649576,8566.479066335385,20084.316295382167,1526.0,1432.0,1200.0,1072.0,1326.0,704.0,Dr. Diego Montes,90851680,5043.5,21385.0
8005,8006,2,2,1,32,0,0,0,0,0,0,19897.36868096205,9182.383358785368,14951.579605973891,11247.05055779742,20254.855969971515,15044.14727245995,8017.0,8117.0,14044.0,5410.0,5855.0,5254.0,Lic. Judith Hernandes,28845070,5682.6,21378.0
8006,8007,2,2,2,27,0,0,0,0,0,0,6837.628390176556,12928.4068375898,5885.235125533623,11779.460357960212,8950.690520682549,8211.419749137349,2896.0,1722.0,1619.0,1665.0,1700.0,1833.0,Olivia Ruby de León,22551397,5852.0,17776.0
8007,8008,2,1,2,29,-1,-1,-1,0,0,0,357.0,3050.0,9118.0,9054.424458387204,14383.912840689263,9471.038920372705,242.5623961928069,3415.451024540555,10932.54963408526,13323.899614232048,428.0,3166.0,Beatriz Pineda,42335705,4186.0,18494.0
8008,8009,2,1,2,25,-1,-1,-1,-1,-1,-2,2650.0,0.0,855.0,640.0,0.0,0.0,0.0,855.0,485.7852275190239,0.0,0.0,2742.0,Dulce Paulina Partida Bueno,17972176,4971.2,16124.0
8009,8010,1,1,2,28,0,0,0,-2,-2,-2,11628.750442541126,11929.113856158012,0.0,0.0,0.0,0.0,1650.0,0.0,0.0,0.0,0.0,0.0,Julio César Romero Holguín,5682478,3953.3,12578.0
